StudentID,University,Major,RegisteredDate,GraduationDate,Logins,ProfileCompleted,ResumeUploads,ApplicationsSubmitted,CareerFairAttendance,WorkshopAttendance,InfoSessionAttendance,ResumeWorkshopAttended,InterviewInvites,ShortlistedCount,InternshipPlacement,InternshipEmployer,InternshipStartDate,FullTimePlacement,FullTimeEmployer,FullTimePlacementDate,DaysToFullTimeJob,Applications_Tech,Applications_Finance,Applications_Healthcare,Applications_Education,Applications_Manufacturing
S01926,UT Austin,Engineering,2024-02-27,2027-04-16,156,1,3,38,3,2,2,1,5,4,1,JPMorgan Chase,2026-10-17,0,,,,7,8,3,8,8
S01927,UT Austin,Engineering,2024-02-23,2027-04-23,127,1,1,29,1,2,0,1,2,2,0,,,0,,,,3,4,9,12,6
S01928,Penn State,Engineering,2025-10-27,2029-04-17,163,1,5,32,3,2,3,1,3,1,1,Amazon,2028-09-28,1,Apple,2029-12-09,236.0,4,9,9,8,4
S01929,Arizona State U.,Engineering,2024-05-01,2027-09-01,130,1,3,25,3,2,2,1,2,1,0,,,1,JPMorgan Chase,2028-04-21,233.0,8,6,2,2,7
S01930,Michigan,Engineering,2025-12-05,2029-10-05,138,1,0,41,3,4,3,1,4,1,0,,,1,Pfizer,2030-01-31,118.0,7,8,7,3,10
S01931,Boston University,Engineering,2025-01-19,2029-01-07,159,1,1,36,2,3,2,1,7,6,1,Intel,2028-09-17,1,Cisco,2029-10-01,267.0,5,6,5,6,9
S01932,UCSD,Engineering,2025-01-26,2028-06-14,141,1,0,44,3,3,2,1,2,1,1,Tesla,2027-11-24,1,Microsoft,2028-07-19,35.0,2,7,6,7,6
S01933,UCLA,Engineering,2024-03-25,2027-05-26,148,1,6,35,5,2,2,1,4,1,1,Pfizer,2026-10-23,1,Apple,2028-03-11,290.0,10,10,12,9,8
S01934,Arizona State U.,Engineering,2025-08-23,2029-06-11,129,1,4,50,4,3,0,1,5,3,1,JPMorgan Chase,2028-10-18,1,Johnson & Johnson,2029-11-28,170.0,4,8,6,7,7
S01935,Boston University,Engineering,2024-04-06,2028-02-03,149,0,3,45,2,3,3,1,3,1,1,Goldman Sachs,2027-09-20,1,Pfizer,2028-11-06,277.0,5,7,7,7,7
S01936,Boston University,Engineering,2025-03-20,2028-08-18,153,1,3,28,5,2,3,1,8,3,1,Amazon,2027-12-26,1,Tesla,2028-11-06,80.0,8,9,3,3,5
S01937,UCLA,Engineering,2025-12-31,2029-10-01,146,1,9,30,5,3,1,1,5,5,1,Goldman Sachs,2029-05-17,1,Goldman Sachs,2029-11-10,40.0,2,3,7,7,7
S01938,Penn State,Engineering,2025-07-03,2029-03-30,127,1,7,35,4,4,2,1,8,5,0,,,1,Microsoft,2030-01-04,280.0,6,4,5,4,7
S01939,Penn State,Engineering,2025-08-21,2029-05-22,152,1,3,37,5,2,3,1,9,6,1,Intel,2029-01-21,1,Pfizer,2029-10-05,136.0,10,3,9,6,6
S01940,UCLA,Engineering,2024-07-04,2028-05-05,159,1,2,29,5,3,2,1,5,3,1,Google,2027-12-21,1,Intel,2029-01-18,258.0,6,4,8,9,10
S01941,Georgia Tech,Engineering,2024-05-05,2027-05-25,148,1,1,37,4,1,4,1,4,1,1,EY,2027-01-23,1,Pfizer,2027-10-07,135.0,13,7,5,8,6
S01942,UT Austin,Engineering,2024-03-30,2028-01-11,161,1,4,32,3,4,1,1,5,1,1,Cisco,2027-08-09,1,Microsoft,2028-02-27,47.0,8,9,5,7,5
S01943,UCLA,Engineering,2025-06-02,2028-10-31,159,1,2,37,2,5,0,1,6,2,0,,,1,Deloitte,2029-06-04,216.0,5,7,6,13,7
S01944,UT Austin,Engineering,2025-03-09,2029-02-07,150,1,1,43,3,3,3,1,1,0,1,Apple,2028-11-09,1,Google,2029-08-09,183.0,6,7,4,1,11
S01945,Penn State,Engineering,2024-10-27,2028-09-28,160,1,2,28,5,5,2,1,6,2,1,JPMorgan Chase,2028-02-15,1,EY,2029-01-07,101.0,8,5,8,9,7
S01946,Florida,Engineering,2025-12-12,2029-05-20,142,1,6,44,3,2,1,1,4,2,1,General Electric,2028-10-09,1,EY,2029-12-16,210.0,6,8,9,7,5
S01947,Penn State,Engineering,2025-06-06,2028-09-20,153,1,4,24,2,4,2,1,8,3,1,Pfizer,2028-05-28,1,Apple,2028-11-11,52.0,6,7,4,6,6
S01948,Arizona State U.,Engineering,2024-07-11,2027-09-21,131,1,5,37,4,3,2,1,5,2,1,Cisco,2027-04-08,0,,,,9,6,5,5,8
S01949,Ohio State,Engineering,2024-05-17,2028-03-20,161,1,5,26,4,2,2,1,7,3,1,Apple,2027-08-02,1,Meta,2028-10-19,213.0,8,7,7,5,6
S01950,UT Austin,Engineering,2025-09-29,2029-05-02,152,1,3,44,5,2,2,1,4,3,1,Deloitte,2029-01-13,1,Meta,2029-10-09,160.0,13,8,10,9,7
S01951,NYU,Engineering,2025-10-27,2029-01-17,152,1,4,34,2,2,2,1,4,1,0,,,1,JPMorgan Chase,2029-09-08,234.0,10,6,6,11,2
S01952,UCLA,Engineering,2024-09-17,2028-08-28,132,1,1,31,3,4,3,1,7,2,1,Johnson & Johnson,2028-02-12,0,,,,8,10,6,9,2
S01953,UT Austin,Engineering,2025-07-02,2028-10-13,180,1,6,35,4,1,1,1,5,5,1,Pfizer,2028-06-27,1,Pfizer,2029-03-29,167.0,6,7,9,6,4
S01954,Boston University,Engineering,2025-10-23,2029-01-28,146,1,2,33,3,2,2,1,3,1,0,,,0,,,,8,4,6,8,12
S01955,Boston University,Engineering,2025-01-16,2028-10-30,151,1,9,35,4,0,1,0,2,0,0,,,1,EY,2029-08-17,291.0,4,8,6,10,5
S01956,UT Austin,Engineering,2025-03-05,2028-05-21,144,1,2,34,5,2,1,1,6,3,1,Intel,2027-12-03,0,,,,4,5,6,5,3
S01957,NYU,Engineering,2025-01-23,2028-02-05,140,1,2,32,5,3,1,1,13,7,1,Microsoft,2027-09-05,1,Microsoft,2028-07-22,168.0,10,10,6,6,3
S01958,Penn State,Engineering,2024-04-22,2028-04-06,133,1,1,45,4,2,2,1,5,3,1,Goldman Sachs,2027-08-20,1,Tesla,2028-06-08,63.0,8,5,5,8,4
S01959,UCSD,Engineering,2024-04-01,2027-10-03,147,1,5,33,4,4,2,1,10,8,1,Intel,2027-04-11,1,Amazon,2028-03-20,169.0,7,7,6,5,6
S01960,Ohio State,Engineering,2024-10-07,2027-10-12,138,1,2,27,4,2,1,1,2,1,1,Goldman Sachs,2027-06-19,1,Goldman Sachs,2028-03-03,143.0,14,8,4,8,9
S01961,UCLA,Engineering,2024-05-06,2027-08-03,154,1,3,33,4,2,2,1,2,2,1,Johnson & Johnson,2026-12-22,1,EY,2028-02-05,186.0,7,5,7,5,8
S01962,Florida,Engineering,2024-04-07,2028-01-02,173,1,1,40,4,2,2,1,7,3,1,Johnson & Johnson,2027-07-07,0,,,,9,11,5,8,4
S01963,Purdue,Engineering,2024-10-15,2028-07-23,148,1,1,32,5,2,2,1,10,7,1,EY,2028-02-15,1,General Electric,2028-10-11,80.0,5,7,6,3,8
S01964,Arizona State U.,Engineering,2024-06-23,2027-12-02,151,1,2,34,4,3,2,1,4,1,1,Amazon,2027-05-27,0,,,,6,7,7,8,4
S01965,Georgia Tech,Engineering,2025-11-25,2029-08-23,164,1,3,35,4,4,2,1,2,2,1,EY,2029-01-04,1,JPMorgan Chase,2030-04-16,236.0,6,13,4,6,9
S01966,Purdue,Engineering,2024-05-10,2027-09-19,146,1,1,29,5,4,2,1,10,5,1,Pfizer,2027-06-19,1,Johnson & Johnson,2028-07-07,292.0,3,3,9,6,11
S01967,UT Austin,Engineering,2025-11-04,2029-01-06,146,0,3,40,4,2,2,1,8,4,1,Goldman Sachs,2028-09-02,1,Google,2029-06-21,166.0,9,3,3,10,7
S01968,Boston University,Engineering,2025-10-16,2029-04-22,141,1,4,30,3,4,1,1,5,3,1,Pfizer,2028-11-20,1,Johnson & Johnson,2029-12-22,244.0,12,12,9,7,4
S01969,Florida,Engineering,2024-07-06,2028-02-15,138,1,2,39,5,1,1,1,5,3,0,,,1,Intel,2028-09-13,211.0,7,7,9,7,8
S01970,Florida,Engineering,2025-05-29,2028-10-21,151,1,1,23,6,1,1,1,3,3,1,Goldman Sachs,2028-05-14,1,Johnson & Johnson,2029-08-13,296.0,9,5,7,4,6
S01971,Ohio State,Engineering,2024-11-08,2028-09-28,135,1,4,39,3,2,2,1,8,3,1,Meta,2028-06-08,1,Intel,2029-05-24,238.0,11,12,4,8,10
S01972,Georgia Tech,Engineering,2024-04-02,2028-02-20,148,1,3,33,3,2,4,1,9,6,0,,,0,,,,14,12,9,14,11
S01973,UCLA,Engineering,2024-03-19,2027-07-19,172,1,2,29,4,3,3,1,5,3,1,Amazon,2027-03-28,1,Microsoft,2027-09-16,59.0,16,10,7,5,8
S01974,Boston University,Engineering,2024-10-19,2028-07-28,160,1,1,40,4,4,2,1,5,2,1,Intel,2027-12-25,1,Goldman Sachs,2028-09-01,35.0,11,7,13,6,6
S01975,UCSD,Engineering,2025-06-04,2028-08-11,159,0,4,35,3,2,2,1,6,2,1,JPMorgan Chase,2028-01-12,1,Pfizer,2029-05-31,293.0,8,7,5,8,8
S01976,UCSD,Engineering,2025-06-29,2029-06-20,141,1,3,35,4,3,3,1,7,4,1,Goldman Sachs,2029-02-19,1,EY,2029-07-27,37.0,7,6,3,7,5
S01977,Ohio State,Engineering,2024-01-08,2028-01-07,159,1,4,50,3,2,1,1,5,2,1,Johnson & Johnson,2027-06-23,1,Apple,2028-07-31,206.0,7,9,12,6,7
S01978,Boston University,Engineering,2025-11-08,2029-08-04,158,1,4,25,4,3,2,1,10,7,1,EY,2029-04-26,0,,,,5,6,7,9,3
S01979,Florida,Engineering,2024-06-21,2028-05-31,130,1,2,30,3,1,1,1,1,1,0,,,1,General Electric,2029-03-25,298.0,6,13,4,8,9
S01980,Ohio State,Engineering,2024-06-28,2027-08-05,150,1,6,19,5,3,2,1,7,2,1,Cisco,2027-02-03,1,Deloitte,2027-11-11,98.0,9,9,9,7,4
S01981,Georgia Tech,Engineering,2024-02-22,2027-09-25,151,1,2,40,4,1,3,1,8,5,1,Goldman Sachs,2027-02-21,1,Tesla,2028-01-20,117.0,7,11,6,6,6
S01982,UCLA,Engineering,2024-12-12,2028-11-23,140,1,4,31,4,4,3,1,4,4,1,Cisco,2028-06-23,1,Meta,2029-02-21,90.0,9,7,4,7,7
S01983,Michigan,Engineering,2025-05-09,2028-10-05,135,1,2,27,3,1,2,1,6,3,1,Apple,2028-05-01,1,Johnson & Johnson,2028-11-05,31.0,8,5,7,6,6
S01984,UCSD,Engineering,2025-08-05,2029-02-21,146,0,1,29,4,2,2,1,1,1,1,General Electric,2028-09-29,0,,,,9,4,6,9,4
S01985,Michigan,Engineering,2025-10-20,2029-07-09,151,1,1,30,5,4,3,1,12,3,1,General Electric,2029-04-01,0,,,,10,8,10,3,5
S01986,Florida,Engineering,2025-09-24,2029-05-30,127,1,3,31,4,4,3,1,7,4,1,Tesla,2029-02-15,0,,,,8,8,7,6,7
S01987,Arizona State U.,Engineering,2025-09-22,2029-05-14,123,1,3,44,4,4,2,1,9,8,0,,,1,Meta,2029-11-28,198.0,5,9,7,5,3
S01988,Georgia Tech,Engineering,2024-04-19,2027-04-21,142,1,4,34,6,3,3,1,5,3,1,General Electric,2026-10-24,1,Goldman Sachs,2027-08-24,125.0,9,5,7,6,7
S01989,Georgia Tech,Engineering,2024-01-10,2027-03-01,139,1,3,34,4,4,2,1,8,3,0,,,1,JPMorgan Chase,2027-11-06,250.0,6,6,2,6,4
S01990,Ohio State,Engineering,2024-03-27,2027-12-22,145,1,4,39,4,3,3,1,4,0,1,General Electric,2027-05-15,1,Goldman Sachs,2028-04-08,108.0,5,7,10,10,8
S01991,UCLA,Engineering,2025-05-14,2028-05-16,171,1,5,30,5,2,2,1,2,1,1,Intel,2028-01-08,1,Apple,2028-10-21,158.0,5,3,7,3,9
S01992,Florida,Engineering,2025-02-08,2028-08-17,151,1,2,33,3,3,3,1,7,3,0,,,1,Tesla,2029-02-16,183.0,7,11,7,7,10
S01993,NYU,Engineering,2024-07-05,2028-04-04,157,1,4,32,6,2,2,1,4,4,1,Microsoft,2027-10-29,1,Pfizer,2028-12-14,254.0,9,6,6,4,8
S01994,Florida,Engineering,2024-06-14,2027-08-24,150,1,2,42,5,3,3,1,7,4,0,,,0,,,,4,8,5,5,6
S01995,Georgia Tech,Engineering,2025-03-20,2028-03-21,145,1,3,35,4,2,1,1,5,4,1,General Electric,2027-09-22,1,Microsoft,2028-07-30,131.0,11,5,8,3,9
S01996,Ohio State,Engineering,2024-10-18,2027-11-07,156,1,2,35,5,2,0,1,4,2,1,Goldman Sachs,2027-07-06,1,Johnson & Johnson,2028-07-09,245.0,8,2,10,5,5
S01997,Georgia Tech,Engineering,2024-02-02,2027-04-24,170,0,4,35,2,2,2,1,2,1,0,,,1,JPMorgan Chase,2027-09-02,131.0,11,0,11,8,12
S01998,UCSD,Engineering,2024-09-29,2027-11-28,140,1,6,38,4,4,1,1,7,3,1,JPMorgan Chase,2027-05-15,1,Intel,2028-09-06,283.0,12,6,4,6,5
S01999,UCSD,Engineering,2024-05-10,2027-10-23,151,1,4,37,4,5,3,1,11,6,1,Deloitte,2027-04-14,1,Amazon,2028-06-08,229.0,6,8,7,3,5
S02000,UCLA,Engineering,2024-04-20,2027-04-30,131,1,3,29,4,5,2,1,9,6,0,,,1,Amazon,2027-08-02,94.0,9,6,5,8,9
S02001,Georgia Tech,Life Sciences,2025-05-27,2028-06-01,173,1,5,25,2,4,1,1,4,2,0,,,1,Google,2028-10-30,151.0,9,10,9,8,6
S02002,UCSD,Life Sciences,2024-12-16,2028-07-22,157,1,2,40,2,1,2,1,6,2,1,Goldman Sachs,2028-04-21,0,,,,5,9,12,7,6
S02003,Florida,Life Sciences,2024-10-23,2028-03-15,152,1,4,31,2,2,3,1,4,2,0,,,0,,,,9,10,5,5,7
S02004,Florida,Life Sciences,2024-03-25,2027-10-30,139,1,3,32,2,5,3,1,10,7,0,,,1,EY,2028-04-03,156.0,7,8,1,5,5
S02005,UT Austin,Life Sciences,2025-06-07,2028-09-09,143,1,0,32,3,0,2,0,0,0,1,Meta,2028-04-09,1,Cisco,2028-12-06,88.0,4,13,3,5,7
S02006,Michigan,Life Sciences,2025-12-18,2029-04-22,156,1,1,35,1,1,3,1,5,5,1,Apple,2028-10-05,1,Johnson & Johnson,2030-01-19,272.0,8,7,8,10,4
S02007,UCLA,Life Sciences,2025-12-18,2029-08-31,128,1,2,17,3,3,1,1,4,1,0,,,1,Apple,2029-12-31,122.0,1,4,4,7,9
S02008,Purdue,Life Sciences,2025-10-06,2029-08-25,144,1,2,38,1,3,3,1,4,2,1,Apple,2029-04-19,1,Amazon,2029-11-24,91.0,7,6,4,3,7
S02009,NYU,Life Sciences,2024-02-09,2027-06-28,162,1,2,37,2,2,1,1,6,2,1,General Electric,2027-02-09,1,Goldman Sachs,2027-10-10,104.0,5,11,4,10,10
S02010,Arizona State U.,Life Sciences,2025-09-23,2029-01-02,134,1,4,45,3,2,3,1,6,5,1,Cisco,2028-09-11,1,Goldman Sachs,2029-02-27,56.0,8,11,7,6,6
S02011,NYU,Life Sciences,2025-06-21,2028-11-23,170,1,3,33,2,5,2,1,7,5,1,Apple,2028-06-27,1,Goldman Sachs,2029-06-13,202.0,3,7,8,8,12
S02012,Florida,Life Sciences,2024-03-03,2027-11-19,164,1,0,35,3,2,2,1,7,4,0,,,1,Pfizer,2028-07-24,248.0,2,8,0,8,7
S02013,Arizona State U.,Life Sciences,2024-11-07,2028-01-02,172,1,1,28,3,4,3,1,10,6,0,,,1,Tesla,2028-06-17,167.0,5,8,5,5,6
S02014,Michigan,Life Sciences,2024-12-25,2028-12-23,161,1,0,25,4,3,2,1,2,1,1,Apple,2028-06-09,1,General Electric,2029-07-04,193.0,7,7,9,9,14
S02015,Arizona State U.,Life Sciences,2024-07-05,2027-07-25,176,1,4,41,2,1,2,1,1,1,0,,,1,Google,2027-08-24,30.0,6,4,6,7,6
S02016,UCSD,Life Sciences,2024-11-25,2028-03-12,157,1,3,36,4,2,1,1,8,6,0,,,1,JPMorgan Chase,2028-09-04,176.0,7,4,3,4,7
S02017,Michigan,Life Sciences,2025-09-13,2028-11-02,138,1,1,37,1,3,3,1,7,3,0,,,0,,,,7,2,4,2,5
S02018,NYU,Life Sciences,2024-07-08,2027-11-14,143,1,3,45,2,6,2,1,11,8,1,Tesla,2027-04-13,1,Meta,2028-06-02,201.0,8,12,11,4,12
S02019,UCLA,Life Sciences,2024-04-09,2028-03-16,167,1,1,27,4,3,3,1,4,3,1,Pfizer,2027-12-14,1,Tesla,2028-06-20,96.0,9,9,10,9,12
S02020,Georgia Tech,Life Sciences,2025-01-05,2028-11-01,161,0,5,38,4,4,1,1,6,4,1,EY,2028-03-21,1,Apple,2029-06-09,220.0,7,6,11,8,11
S02021,UCSD,Life Sciences,2024-10-09,2028-01-24,166,0,4,35,3,3,2,1,9,3,1,Goldman Sachs,2027-05-30,1,General Electric,2028-04-07,74.0,5,4,9,6,4
S02022,UCLA,Life Sciences,2024-05-13,2028-03-30,159,1,4,30,2,4,2,1,5,4,1,Google,2027-12-01,1,Apple,2028-08-04,127.0,13,9,5,11,6
S02023,Boston University,Life Sciences,2025-04-01,2028-05-20,147,1,4,39,2,2,1,1,4,1,1,Deloitte,2028-02-01,0,,,,5,8,5,7,10
S02024,Purdue,Life Sciences,2024-12-17,2028-05-19,146,1,3,35,1,1,2,1,5,4,0,,,1,Intel,2029-02-15,272.0,6,6,9,10,9
S02025,Ohio State,Life Sciences,2025-06-30,2028-09-15,150,1,1,36,4,3,3,1,9,4,1,Amazon,2028-06-06,1,Goldman Sachs,2029-01-21,128.0,7,8,7,8,7
S02026,Penn State,Life Sciences,2025-12-29,2029-05-06,159,1,3,36,3,4,2,1,7,1,1,Tesla,2028-09-15,1,JPMorgan Chase,2029-12-09,217.0,9,8,8,11,9
S02027,UCSD,Life Sciences,2024-04-30,2027-12-09,141,1,5,43,5,3,2,1,4,1,1,JPMorgan Chase,2027-08-24,0,,,,7,2,10,5,6
S02028,NYU,Life Sciences,2025-06-20,2029-03-03,146,0,2,32,2,5,1,1,1,1,1,Amazon,2028-11-28,1,Johnson & Johnson,2029-08-20,170.0,5,9,9,5,10
S02029,UT Austin,Life Sciences,2024-10-23,2027-11-15,143,1,4,25,2,3,1,1,4,3,1,Google,2027-03-26,1,Johnson & Johnson,2028-03-21,127.0,4,10,7,8,9
S02030,NYU,Life Sciences,2025-05-21,2029-05-05,139,1,2,37,3,1,2,1,2,1,1,Cisco,2028-09-21,1,Microsoft,2030-02-21,292.0,6,6,5,6,5
S02031,UT Austin,Life Sciences,2025-03-24,2028-12-08,159,1,1,33,2,4,2,1,6,3,1,Deloitte,2028-06-03,1,Goldman Sachs,2029-07-25,229.0,4,8,5,8,6
S02032,Purdue,Life Sciences,2024-10-05,2028-01-18,153,1,6,20,2,3,2,1,5,3,0,,,1,Google,2028-05-21,124.0,9,7,3,7,10
S02033,UT Austin,Life Sciences,2025-08-08,2028-11-26,144,1,3,33,2,4,2,1,3,3,1,General Electric,2028-08-26,1,JPMorgan Chase,2029-09-14,292.0,8,7,10,2,4
S02034,Penn State,Life Sciences,2025-12-25,2029-09-18,155,1,2,35,3,3,2,1,7,4,1,Meta,2029-04-15,1,Meta,2030-02-07,142.0,11,9,5,8,7
S02035,Boston University,Life Sciences,2024-10-01,2028-07-09,169,1,2,40,1,4,2,1,9,5,1,Amazon,2028-03-11,1,Google,2028-11-30,144.0,12,7,4,11,9
S02036,Penn State,Life Sciences,2024-08-31,2028-01-27,145,1,2,29,1,4,4,1,9,6,0,,,1,Pfizer,2028-03-17,50.0,8,2,5,8,8
S02037,UT Austin,Life Sciences,2024-10-11,2027-12-18,179,1,2,39,3,2,2,1,3,3,1,Cisco,2027-07-12,0,,,,3,7,8,7,8
S02038,Arizona State U.,Life Sciences,2025-10-19,2029-02-22,158,1,6,32,3,4,2,1,10,6,1,Deloitte,2028-10-02,1,Google,2029-05-22,89.0,5,7,7,4,6
S02039,UCSD,Life Sciences,2024-12-21,2028-11-08,145,1,1,25,3,2,1,1,4,3,0,,,1,Tesla,2029-06-14,218.0,9,6,8,6,9
S02040,UCLA,Life Sciences,2025-12-23,2029-09-29,146,1,0,45,4,5,4,1,6,3,1,Johnson & Johnson,2029-04-25,1,Goldman Sachs,2030-01-05,98.0,5,12,2,9,6
S02041,Purdue,Life Sciences,2024-10-28,2028-04-11,151,1,2,29,1,3,2,1,3,1,1,Pfizer,2027-12-29,0,,,,3,6,5,8,8
S02042,Arizona State U.,Life Sciences,2024-12-30,2028-04-20,159,1,1,43,3,4,1,1,7,5,1,Amazon,2027-11-11,1,Google,2028-09-28,161.0,8,9,8,6,4
S02043,Penn State,Life Sciences,2025-11-04,2029-08-28,157,1,2,41,3,2,4,1,11,10,1,Johnson & Johnson,2029-05-03,1,Pfizer,2030-04-10,225.0,6,8,5,9,6
S02044,Michigan,Life Sciences,2025-10-03,2029-08-22,153,1,1,34,2,2,1,1,3,1,1,Apple,2029-01-03,1,Apple,2030-05-05,256.0,3,4,8,10,6
S02045,Georgia Tech,Life Sciences,2024-10-02,2028-01-14,152,1,5,32,3,3,3,1,10,5,1,Pfizer,2027-05-21,1,Amazon,2028-09-02,232.0,10,10,6,6,5
S02046,Florida,Life Sciences,2024-08-25,2028-04-03,161,1,2,25,4,2,2,1,8,4,0,,,1,Amazon,2028-11-07,218.0,9,6,5,7,6
S02047,Florida,Life Sciences,2024-04-05,2027-12-14,156,1,3,33,1,4,0,1,6,0,0,,,1,JPMorgan Chase,2028-04-14,122.0,11,4,9,5,7
S02048,UT Austin,Life Sciences,2024-06-29,2027-10-03,112,1,4,36,1,4,3,1,2,1,1,JPMorgan Chase,2027-02-10,1,Pfizer,2028-02-02,122.0,6,7,3,2,5
S02049,Michigan,Life Sciences,2024-01-22,2027-06-28,157,1,4,28,3,1,1,1,2,1,1,General Electric,2027-02-17,0,,,,8,3,9,5,5
S02050,UT Austin,Life Sciences,2025-02-07,2029-01-23,137,1,0,39,2,3,1,1,6,4,0,,,0,,,,3,4,8,8,5
S02051,Purdue,Life Sciences,2024-07-11,2027-08-15,158,1,2,32,2,4,3,1,10,5,1,Microsoft,2027-04-11,1,Apple,2028-04-19,248.0,13,3,7,2,3
S02052,Florida,Life Sciences,2025-10-22,2029-05-15,164,1,1,53,0,3,1,1,2,0,0,,,1,Johnson & Johnson,2029-08-04,81.0,6,11,6,6,7
S02053,Penn State,Life Sciences,2024-05-20,2027-05-26,153,1,5,37,3,5,2,1,13,5,0,,,1,Goldman Sachs,2027-08-15,81.0,7,11,4,5,9
S02054,NYU,Life Sciences,2024-01-22,2027-03-18,153,0,5,27,1,2,1,1,5,3,1,Intel,2026-12-15,1,Amazon,2027-05-09,52.0,8,8,9,7,8
S02055,Ohio State,Life Sciences,2024-03-26,2027-08-10,139,1,3,34,2,3,2,1,4,3,1,Pfizer,2027-04-06,1,Intel,2027-09-15,36.0,9,5,3,9,7
S02056,Arizona State U.,Life Sciences,2024-04-18,2028-01-20,164,1,4,20,3,4,3,1,5,1,1,Cisco,2027-07-28,1,Apple,2028-04-02,73.0,8,11,8,6,9
S02057,UT Austin,Life Sciences,2025-05-06,2029-02-17,148,1,2,38,3,2,2,1,5,2,1,Cisco,2028-07-29,0,,,,8,8,10,8,4
S02058,UT Austin,Life Sciences,2024-11-10,2028-04-27,148,1,0,40,3,3,3,1,7,2,1,Amazon,2027-09-28,1,Google,2028-09-28,154.0,7,7,6,5,5
S02059,Penn State,Life Sciences,2025-12-09,2029-04-23,152,1,4,34,2,5,2,1,5,2,1,Microsoft,2028-09-06,0,,,,5,6,12,8,5
S02060,Arizona State U.,Life Sciences,2024-02-15,2027-04-07,150,1,6,34,6,4,2,1,5,3,1,Meta,2026-08-21,1,Deloitte,2027-06-28,82.0,16,5,6,7,3
S02061,NYU,Life Sciences,2024-05-25,2027-05-25,146,1,5,32,2,4,2,1,5,3,1,Google,2026-12-29,1,Goldman Sachs,2027-10-18,146.0,7,8,7,8,11
S02062,NYU,Life Sciences,2024-05-30,2027-11-26,152,1,4,33,3,4,2,1,5,2,1,Apple,2027-06-16,1,Pfizer,2028-07-09,226.0,3,9,8,7,8
S02063,Boston University,Life Sciences,2024-04-25,2028-01-01,160,1,5,31,4,4,2,1,6,3,0,,,1,Microsoft,2028-04-26,116.0,5,11,8,4,4
S02064,Ohio State,Life Sciences,2024-04-14,2027-09-05,166,1,5,36,1,2,2,1,4,4,0,,,0,,,,9,10,6,7,11
S02065,Georgia Tech,Life Sciences,2024-03-19,2028-01-28,159,1,5,46,2,3,3,1,7,1,0,,,1,Microsoft,2028-08-15,200.0,6,7,4,9,8
S02066,Georgia Tech,Life Sciences,2024-03-27,2027-04-18,163,1,4,34,3,4,1,1,6,1,0,,,1,Amazon,2027-08-03,107.0,3,3,10,5,6
S02067,NYU,Life Sciences,2025-06-27,2028-12-14,158,1,4,28,2,4,2,1,8,3,0,,,1,Pfizer,2029-04-15,122.0,5,10,13,12,4
S02068,NYU,Life Sciences,2024-06-02,2028-05-08,131,1,11,36,3,3,3,1,11,8,0,,,1,EY,2028-11-08,184.0,5,9,8,11,6
S02069,Michigan,Life Sciences,2024-12-22,2028-02-13,147,1,3,40,4,3,2,1,6,3,0,,,1,General Electric,2028-07-30,168.0,5,6,7,7,7
S02070,Florida,Life Sciences,2025-11-08,2029-05-14,157,1,4,32,1,3,3,1,5,2,1,Intel,2028-12-08,1,Intel,2029-07-22,69.0,9,1,8,3,3
S02071,Arizona State U.,Life Sciences,2024-06-01,2028-05-01,147,1,3,44,3,1,1,1,5,1,0,,,0,,,,7,4,7,7,10
S02072,UT Austin,Life Sciences,2024-11-23,2028-02-06,135,1,2,28,2,2,2,1,6,2,0,,,1,JPMorgan Chase,2028-09-22,229.0,10,3,9,6,6
S02073,Boston University,Life Sciences,2025-05-04,2028-06-06,131,1,1,29,4,3,2,1,7,2,1,EY,2028-02-09,1,Johnson & Johnson,2029-02-09,248.0,2,12,11,7,7
S02074,Michigan,Life Sciences,2024-05-28,2027-07-13,139,1,5,39,1,5,2,1,11,6,1,Amazon,2027-01-22,1,Intel,2027-11-13,123.0,5,3,8,13,8
S02075,NYU,Life Sciences,2024-12-27,2028-06-07,122,1,6,24,3,2,2,1,1,0,0,,,1,Goldman Sachs,2029-03-17,283.0,9,9,8,9,8
S02076,Florida,Life Sciences,2025-12-11,2029-07-09,145,1,4,32,3,2,2,1,3,2,0,,,1,Amazon,2030-01-25,200.0,9,7,9,9,11
S02077,UCSD,Life Sciences,2024-09-08,2028-03-22,133,1,5,48,4,4,3,1,6,3,1,Deloitte,2027-09-07,1,Deloitte,2028-12-31,284.0,7,2,7,3,4
S02078,Penn State,Life Sciences,2025-05-19,2029-02-14,161,1,5,34,3,3,3,1,6,2,1,Cisco,2028-07-02,1,Goldman Sachs,2029-07-11,147.0,1,12,3,8,9
S02079,UCLA,Life Sciences,2025-08-17,2029-03-19,155,1,3,33,3,1,2,1,8,5,1,EY,2028-08-07,1,Johnson & Johnson,2029-08-08,142.0,4,8,4,4,11
S02080,UCLA,Life Sciences,2024-08-28,2028-02-29,159,1,3,25,4,3,0,1,4,3,0,,,1,Apple,2028-03-31,31.0,4,11,9,6,3
S02081,Arizona State U.,Life Sciences,2025-01-06,2028-10-17,151,0,3,33,2,4,2,1,8,6,1,Amazon,2028-03-20,1,Google,2029-01-11,86.0,10,4,7,10,7
